grado	Quiz_Name	Class	Key	Question_Number	Primary_Answer	# Correct	% Correct	Discriminant Factor	Response 1	Response 1 %	Response 2	Response 2 %	Response 3	Response 3 %	Response 4	Response 4 %		Grado	Pregunta	Asignatura	Texto de la Pregunta	Opción A	Opción B	Opción C	Opción D
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	48	D	6	8.82	-0.038	B	72.06	C	14.71	D	8.82	A	4.41		7	28	C Ciudadanas	¿Por qué los animales son especialmente afectados por la pólvora?	Porque entienden las celebraciones	Porque el ruido intenso les genera miedo y estrés	Porque viven en el agua	Porque les gusta la pólvora.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	49	B	38	55.88	0.175	B	55.88	A	20.59	C	19.12	D	4.41		7	29	C Ciudadanas	¿Qué relación establece el texto entre el uso de la pólvora y el medio ambiente?	No existe relación	La pólvora mejora la calidad del aire	La pólvora contamina el aire y el agua, afectando los ecosistemas	Solo afecta a las plantas.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	50	B	28	41.18	0.091	B	41.18	A	41.18	C	11.76	D	5.88		7	30	C Ciudadanas	¿Cuál es el mensaje final del texto en relación con la cultura de paz?	Prohibir todas las celebraciones	Celebrar sin tener en cuenta las consecuencias	Promover celebraciones responsables que respeten la vida y el entorno	Usar más pólvora con cuidado.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	51	B	42	61.76	0.331	B	61.76	C	20.59	A	10.29	D	7.35		7	31	C Ciudadanas	¿Cuál es la decisión de Pablo que mejor demuestra una identidad basada en principios éticos?	Mantener el silencio absoluto, porque la lealtad a los amigos es el valor más importante sin importar las consecuencias para otros.	Hablar con sus amigos para que todos asuman la responsabilidad juntos, priorizando la justicia sobre el miedo al castigo.	Dejar que suspendan al otro estudiante, pensando que "así es la vida" y que cada uno debe aprender a defenderse solo.	Decirle al rector quién fue el culpable de forma anónima, para que sus amigos no se enojen con él y el otro niño no sea castigado.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	52	C	50	73.53	0.148	C	73.53	A	17.65	D	4.41	B	4.41		7	32	C Ciudadanas	Al identificar esta "área de mejora", ¿qué transformación está ocurriendo en la identidad de Pedro?	Está comprendiendo que sus capacidades intelectuales no lo eximen de la responsabilidad de tratar a los demás con respeto.	Está perdiendo su personalidad fuerte para darle gusto a los demás y evitar problemas con los profesores.	Está aceptando que es una mala persona y que debe cambiar su identidad por completo para ser aceptado.	Está demostrando que la convivencia social es más importante que el rendimiento académico en todos los casos.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	53	A	38	55.88	0.341	A	55.88	C	19.12	B	17.65	D	7.35		7	33	C Ciudadanas	¿Qué análisis debe hacer el representante para fortalecer la convivencia social en este caso?	Seguir la opinión de la mayoría sin discutir, porque en democracia lo que la masa diga es lo único que importa.	Repartir el dinero en partes iguales para todos los estudiantes, para que nadie se sienta discriminado ni triste.	Proponer un punto medio donde se atienda la necesidad urgente del compañero, reconociendo que la solidaridad fortalece el tejido del grupo.	Guardar el dinero y no usarlo, para evitar que el grupo se divida por opiniones diferentes.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	54	D	33	48.53	0.352	D	48.53	B	19.12	C	19.12	A	13.24		7	34	C Ciudadanas	¿Qué acción refleja una identidad personal sólida y autónoma en esta situación virtual?	Salirse del grupo sin decir nada, para no tener que ver el contenido, pero tampoco enfrentar a sus amigos.	Reírse también para encajar en el grupo, pensando que un mensaje digital no define quién es ella en la vida real.	Expresar con respeto que no está de acuerdo con la burla, manteniendo su principio de respeto por encima de la aprobación social.	Borrar el mensaje de su propio celular y fingir que nunca lo vio para no entrar en conflicto con nadie.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	55	D	17	25	0.311	B	29.41	D	25	C	25	A	20.59		7	35	C Ciudadanas	Ante la presión de sus amigos, ¿cuál de las siguientes acciones de Juan refleja mejor la comprensión de su cuerpo como una realidad sagrada?	Acceder a consumir solo una pequeña dosis para no quedar mal con sus amigos y mantener la armonía del grupo.	Rechazar la propuesta de manera asertiva, entendiendo que su integridad física y mental es la base para relacionarse sanamente con los demás. 	Aceptar la sustancia, pero investigar después en internet cuáles son los efectos secundarios para estar prevenido la próxima vez.	Ignorar a sus amigos y retirarse de la fiesta sin dar explicaciones, para evitar entrar en un conflicto innecesario con ellos.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	56	C	37	54.41	0.139	C	54.41	B	25	A	11.76	D	8.82		7	36	C Ciudadanas	¿Qué argumento debería utilizar Carolina para defender su posición de forma asertiva?	Que la privacidad solo es necesaria cuando se tienen comportamientos indebidos, por lo que ellos no deberían sospechar.	Que al ser casi adulta, las leyes le otorgan el derecho de actuar con total independencia sin dar explicaciones a su familia.	Que sus padres están violando el código penal y que ella podría iniciar un proceso legal si continúan con esa conducta.	Que el respeto a la integridad personal y a la privacidad es fundamental para construir una relación de confianza y sana convivencia.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	57	D	49	72.06	0.404	D	72.06	C	14.71	B	7.35	A	4.41		7	37	C Ciudadanas	Ante esta situación, ¿cuál es la postura más coherente con el reconocimiento del valor intrínseco de la persona?	Ignorar por completo sus emociones y seguir actuando como si los comentarios no tuvieran ningún impacto en su vida diaria.	Criticar el aspecto físico de quienes la atacan para nivelar la situación y proteger su posición frente al grupo.	Reconocer su propia dignidad y autonomía, entendiendo que su valor como persona es independiente de su apariencia física o de la aprobación de los demás.	Adoptar las tendencias de moda y belleza para demostrar que tiene la capacidad de adaptarse a lo que la sociedad exige.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	58	C	35	51.47	0.534	C	51.47	B	25	A	11.76	D	11.76		7	38	C Ciudadanas	¿Por qué este argumento es problemático desde la perspectiva de los límites personales?	Porque el amor de pareja siempre debe estar por encima de los intereses individuales para que la relación funcione.	Porque el afecto no justifica la anulación de la autonomía ni el irrespeto por los límites que cada persona establece sobre su propio cuerpo.	Porque las barreras en el noviazgo solo deben ponerse si existen antecedentes de falta de respeto previos.	Porque el compromiso emocional implica que ambos cuerpos pasan a ser una responsabilidad compartida sin restricciones.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	59	B	34	50	0.422	B	50	C	25	D	13.24	A	10.29		7	39	C Ciudadanas	¿Cómo deberían actuar las amigas de Lucía para demostrar respeto por la diferencia?	Obligar a Lucía a estar feliz todo el tiempo para que el grupo pueda seguir divirtiéndose como antes. 	Buscar nuevas amigas que no tengan cambios de humor para no afectar la alegría del grupo.	Decirle a Lucía que vuelva al grupo solo cuando aprenda a controlar sus emociones y deje de estar triste.	Ser pacientes y comprensivas, entendiendo que las emociones cambian en esta etapa y ofreciéndole su apoyo.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	60	A	43	63.24	0.62	A	63.24	C	14.71	D	14.71	B	4.41		7	40	C Ciudadanas	Ante esta situación, ¿cuál es la respuesta que mejor demuestra que Camilo reconoce su propio valor personal?	Pedirle a sus padres que hagan un sacrificio económico para comprar los tenis y así no quedarse solo en el recreo.	Sentirse triste y pensar que, como no tiene cosas de marca, él vale menos que los demás niños del grupo.	Entender que su valor como persona depende de su forma de ser y sus valores, no de los objetos que tiene o de lo que piensen los demás.	Buscar a otros compañeros que tampoco tengan esos tenis para organizar un grupo que ataque y se burle de los del "club".
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	61	B	57	83.82	0.198	B	83.82	C	7.35	D	5.88	A	1.47		8	21	C Ciudadanas	¿Cuál es la idea principal del texto?	Los animales no necesitan protección legal.	La Ley Ángel busca castigar el maltrato animal y promover el respeto.	Solo los funcionarios deben cuidar a los animales.	La ley soluciona todos los problemas de inmediato.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	62	C	30	44.12	0.411	C	44.12	B	29.41	A	23.53	D	2.94		8	22	C Ciudadanas	¿Por qué se llama Ley Ángel?	Por un programa de televisión.	Por un país extranjero.	En memoria de un perro que sufrió maltrato extremo.	Porque protege solo a los animales de granja.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	63	C	62	91.18	0.325	C	91.18	A	4.41	D	2.94	B	1.47		8	23	C Ciudadanas	Según el texto, además de castigar, la ley también busca:	Reemplazar a la escuela.	Promover la educación y la prevención.	Quitarles responsabilidades a las autoridades.	Evitar que la gente denuncie.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	64	B	62	91.18	0.388	B	91.18	A	2.94	C	2.94	D	2.94		8	24	C Ciudadanas	¿Qué significa la frase “una ley por sí sola no cambia la realidad”?	Que las leyes no sirven para nada.	Que solo importa castigar.	Que la sociedad también debe participar para que la ley funcione.	Que los animales no necesitan protección.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	65	B	60	88.24	0.294	B	88.24	C	10.29	A	1.47				8	25	C Ciudadanas	Desde la Cátedra de paz, proteger a los animales se relaciona con:	La competencia deportiva.	La convivencia justa y solidaria.	La indiferencia ante la violencia.	El castigo sin educación.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	66	B	63	92.65	0.204	B	92.65	A	4.41	C	2.94				8	26	C Ciudadanas	¿Qué efecto tiene la pólvora en la salud humana?	Mejora la respiración.	Produce alegría y bienestar.	Libera sustancias tóxicas que causan problemas respiratorios.	No tiene ningún efecto negativo.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	67	C	66	97.06	0.226	C	97.06	B	1.47	D	1.47				8	27	C Ciudadanas	¿Por qué los animales sufren con la pólvora?	Porque les gusta mucho el ruido.	Porque tienen el oído más sensible y se asustan.	Porque no entienden los colores.	Porque se acostumbran rápido.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	68	B	64	94.12	0.273	B	94.12	D	2.94	A	1.47	C	1.47		8	28	C Ciudadanas	 Qué tipo de contaminación causa la pólvora en el ambiente?	Solo sonora.	Solo visual.	Contaminación del aire, suelo y agua.	Ninguna, es totalmente limpia.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	69	C	53	77.94	0.414	C	77.94	A	10.29	B	5.88		2.94		8	29	C Ciudadanas	¿Qué grupo de personas es más vulnerable a los efectos de la pólvora?	Jóvenes deportistas.	Niños, ancianos y personas con problemas respiratorios.	Solo adultos sanos.	Todos por igual.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	70	C	6	8.82	-0.011	B	63.24	D	20.59	C	8.82	A	5.88		8	30	C Ciudadanas	¿Qué alternativa representa una práctica de celebración más responsable?	Aumentar el uso de pólvora.	Promover espectáculos con luces ecológicas y música.	Ignorar el problema ambiental.	Fabricar pólvora más colorida.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	71	B	41	60.29	0.117	B	60.29	A	14.71	C	13.24	D	11.76		8	31	C Ciudadanas	Ante esta situación, ¿cuál de las siguientes acciones refleja una postura proactiva y orientada al bienestar colectivo?	Ignorar la discusión y seguir trabajando individualmente para asegurar que el proyecto se entregue a tiempo, sin importar el conflicto de los demás.	Intervenir para proponer una técnica de mediación donde ambos expongan sus puntos, priorizando la cohesión del equipo sobre el cumplimiento rápido de la tarea.	Pedir al docente que disuelva el grupo y les permita trabajar por separado para evitar que el mal ambiente afecte la nota final de todos.	Apoyar la idea de quien tenga el carácter más fuerte para terminar la discusión rápido y poder avanzar con el trabajo técnico.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	72	C	58	85.29	0.165	C	85.29	A	10.29	D	2.94	B	1.47		8	32	C Ciudadanas	¿Qué elemento del manejo emocional está aplicando el estudiante al decidir no escalar el conflicto?	La pasividad, pues acepta que el error fue suyo y que sus compañeros tienen derecho a maltratarlo por el resultado del juego.	La indiferencia, ya que demuestra que no le importa el resultado del partido ni la opinión de sus compañeros de equipo.	La sumisión, prefiriendo que el grupo descargue su ira sobre él para mantener una falsa sensación de paz en el salón.	La autorregulación, identificando que una reacción agresiva solo dañaría más la convivencia del grupo y dificultaría el aprendizaje del error.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	73	C	55	80.88	0.371	C	80.88	B	8.82	D	5.88	A	4.41		8	33	C Ciudadanas	Desde el concepto de proactividad social, ¿cuál es la acción más ética que debería tomar este estudiante?	Borrar el historial del chat para no sentirse culpable de leer los mensajes, aunque no haga nada para detener la difusión del rumor.	Avisar a la compañera afectada quiénes son los que más se burlan de ella para que ella misma pueda defenderse o denunciarlos ante las directivas.	Escribir en el grupo invitando a sus compañeros a detener la burla, explicando el impacto negativo que esto tiene en la convivencia y en la salud mental de la compañera.	Mantenerse al margen del conflicto, considerando que él no inició el rumor y que interferir podría dañar su propia imagen frente al grupo.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	74	C	64	94.12	0.282	C	94.12	B	2.94	A	1.47	D	1.47		8	34	C Ciudadanas	¿Cómo contribuye esta propuesta al fortalecimiento del trabajo colaborativo?	Promueve una cultura de apoyo y responsabilidad compartida, donde se busca entender la causa del bajo rendimiento antes de tomar medidas excluyentes.	Permite que el grupo pierda menos tiempo, ya que si el compañero tiene un problema, el docente le asignará una nota menor de inmediato.	Asegura que el compañero se sienta obligado a trabajar más por vergüenza, garantizando que el resto del equipo haga menos esfuerzo.	Evita que el equipo asuma la responsabilidad del proyecto, delegando toda la carga emocional y técnica en el compañero que está fallando.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	75	B	67	98.53	0.131	B	98.53	A	1.47						8	35	C Ciudadanas	¿Qué desventaja del colectivismo extremo se observa en este caso frente al ideal de armonía humana?	Que el grupo se vuelve más fuerte y unido, lo cual garantiza ganar todos los campeonatos futuros. 	Que se utiliza la "identidad grupal" como excusa para vulnerar los derechos y la integridad de la persona.	Que los nuevos integrantes aprenden a ser humildes, lo cual fortalece su dimensión comunitaria.	Que el individualismo del nuevo integrante impide que el equipo funcione como una verdadera familia.
